""	"symbol"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"de"
"TC1800001312.mm.1"	"Sema6a"	-0.863111346463268	-1.08905524501314	-0.637167447913398	3.66691100638194	-9.14278319689735	5.46748184906649e-05	0.00182929168582254	2.44750272258946	"down"
"TC1900000300.mm.1"	"Gnaq"	-1.51647222587111	-1.91349990628014	-1.11944454546209	4.58487235815263	-9.1416773231496	5.4715700169888e-05	0.00182929168582254	2.4467015342022	"down"
"TC0400003386.mm.1"	"Ptprf"	-1.05818435927265	-1.33562865582226	-0.780740062723047	5.07541384778897	-9.12846490532062	5.52068410824908e-05	0.00184070075521156	2.43712209823513	"down"
"TC1500002254.mm.1"	"Fignl2"	0.893714720388809	0.659150956084247	1.12827848469337	3.72052161984519	9.11906270904333	5.55594097096987e-05	0.00184455886779203	2.43029704551537	"up"
"TC1700000975.mm.1"	"Kat2b"	-1.20724268667351	-1.52414415295006	-0.890341220396952	3.44624631360105	-9.1176422581935	5.56128975995636e-05	0.00184483483572958	2.4292653503089	"down"
"TC1700001660.mm.1"	"Tpsab1"	0.81294090701001	0.599508753117481	1.02637306090254	3.51236830285498	9.11614751343616	5.56692465197043e-05	0.00184483483572958	2.42817952690626	"up"
"TC0400000427.mm.1"	"1700022I11Rik"	0.781456439490212	0.576259171872713	0.986653707107711	2.11239995197269	9.11476370696789	5.57214713609343e-05	0.00184544367543741	2.42717413904897	"up"
"TC0900000699.mm.1"	"Trcg1"	0.737015831337378	0.543385217033228	0.930646445641529	2.61197239981113	9.10992931089154	5.5904360670905e-05	0.00184816514021734	2.42366061148248	"up"
"TC1600002004.mm.1"	"Cldn17"	0.911809931369506	0.672103603575364	1.15151625916365	2.0826706495793	9.10410028616424	5.61257890372966e-05	0.00185320488405765	2.41942181988932	"up"
"TC1400000835.mm.1"	"Cab39l"	-2.03750275624381	-2.57358828938522	-1.5014172231024	3.32859676707743	-9.09654204130908	5.6414397143761e-05	0.00185713696732965	2.41392166590538	"down"
"TC1800001176.mm.1"	"Mzb1"	0.854998942330671	0.630002113573432	1.07999577108791	3.50583806857139	9.09497258137189	5.64745383302821e-05	0.00185713696732965	2.41277901391379	"up"
"TC0100003796.mm.1"	"Vash2"	0.725095773626958	0.534278731105996	0.915912816147919	3.18513146144098	9.09474290954297	5.6483345412785e-05	0.00185713696732965	2.41261178443036	"up"
"TC1800000084.mm.1"	"Mib1"	-0.759722486224249	-0.959896475385221	-0.559548497063276	3.07014398912532	-9.08363239203319	5.69112708404709e-05	0.00186670338062421	2.40451709342555	"down"
"TC0600000445.mm.1"	"Llcfc1"	0.973349151720893	0.716660743529232	1.23003755991255	3.29749336100719	9.07558464228257	5.72235429540446e-05	0.00187356409645453	2.39864786157882	"up"
"TC0700003938.mm.1"	"Trim12a"	-0.78994483846719	-0.998373823442026	-0.581515853492353	2.0972442902139	-9.07091016266513	5.74058213130202e-05	0.00187736402307795	2.39523645936957	"down"
"TC0300000949.mm.1"	"Txnip"	-2.44992616521135	-3.09640137413267	-1.80345095629004	4.92075246693611	-9.07012629614252	5.74364524974242e-05	0.00187736402307795	2.39466423355063	"down"
"TC0X00002272.mm.1"	"Rbmx"	-1.44147591170679	-1.82188979217933	-1.06106203123426	4.29956852413137	-9.06908031373011	5.74773554411179e-05	0.00187736402307795	2.39390058795248	"down"
"TC0400004166.mm.1"	"Ttll10"	0.738111445102687	0.543222173290854	0.933000716914519	3.95548051887279	9.06454940152741	5.76549200736348e-05	0.00187978487613285	2.39059170380409	"up"
"TC0300000733.mm.1"	"Khdc4"	-0.722086053507668	-0.913311472819025	-0.53086063419631	3.40921040900415	-9.0376506300775	5.87220475657267e-05	0.00189418562189232	2.37091498023386	"down"
"TC1700001838.mm.1"	"Akap8"	-1.19252958155767	-1.50948973841034	-0.875569424705005	4.18604328115731	-9.00485452917027	6.00537489013135e-05	0.00192060261316842	2.34684809543283	"down"
"TC1000000264.mm.1"	"9330159F19Rik"	-1.80967145170393	-2.2909658429221	-1.32837706048577	3.30398450920718	-8.99914290134659	6.0289177735353e-05	0.00192311540963431	2.34264811905502	"down"
"TC1500002173.mm.1"	"Olfr283"	1.06972834752925	0.784896878380147	1.35455981667836	3.49169349164722	8.98871784732574	6.07216100056287e-05	0.00193095339903805	2.3349755933162	"up"
"TC0800000650.mm.1"	"Nek1"	-1.23322401693024	-1.56183844900842	-0.904609584852058	3.19508491173276	-8.98188633335798	6.10069006057884e-05	0.00193465900509478	2.3299431820706	"down"
"TC0600003148.mm.1"	"Cd9"	-1.46751780566523	-1.85866933729328	-1.07636627403718	4.99296276816568	-8.9794669799776	6.11083015019659e-05	0.00193476791050206	2.32816009517533	"down"
"TC0X00002619.mm.1"	"Gm5071"	0.91306843460477	0.669694700354195	1.15644216885535	1.74153198934177	8.97928667004594	6.11158664175175e-05	0.00193476791050206	2.32802718659808	"up"
"TC1100001622.mm.1"	"Gast"	0.904785582259071	0.663504280099047	1.14606688441909	4.34660882833387	8.97499503642517	6.12962378678951e-05	0.00193536475580646	2.32486301880985	"up"
"TC0300002485.mm.1"	"Rprd2"	-0.821406415759143	-1.0405534586437	-0.602259372874589	2.56022541108904	-8.97087260857984	6.14700697877962e-05	0.00193666821642687	2.32182224090475	"down"
"TC1000000224.mm.1"	"Epb41l2"	-0.906361603786643	-1.14818553731295	-0.664537670260332	4.44327672528944	-8.97045416832252	6.14877457230559e-05	0.00193666821642687	2.32151351702323	"down"
"TC0400001220.mm.1"	"Cyp4a29"	0.820816179340423	0.601622432597408	1.04000992608344	1.87440203123725	8.96251636557468	6.18241584239568e-05	0.00194252574773693	2.31565442134323	"up"
"TC0200002709.mm.1"	"Zfp831"	0.75778408321521	0.55521257935873	0.960355587071691	2.37695566243775	8.95322173417215	6.22207463944295e-05	0.00194905459615663	2.30878750665243	"up"
"TC1100004214.mm.1"	"Ppp1r27"	0.982237770172148	0.719621945301473	1.24485359504282	3.84407143284171	8.95175012876255	6.22838032901189e-05	0.00194910404854049	2.30769965337811	"up"
"TC1100000565.mm.1"	"Clk4"	-1.17022691000287	-1.48325996748046	-0.85719385252528	2.76433695189763	-8.94730189260326	6.24748495714221e-05	0.00195022219693223	2.30441034943783	"down"
"TC0200002328.mm.1"	"Bpifb6"	0.72494377047763	0.530946047455779	0.91894149349948	2.49839261761794	8.94375519308929	6.26276549452786e-05	0.00195090513239252	2.30178657852962	"up"
"TC0200000083.mm.1"	"Itih5"	-2.33611662744664	-2.96144369864687	-1.7107895562464	4.36723083848765	-8.94127606099744	6.27347185573473e-05	0.0019520093878055	2.29995198055978	"down"
"TC1100002725.mm.1"	"Hspa4"	-1.41145867412155	-1.78937616568275	-1.03354118256035	3.09674299799276	-8.9388857669398	6.28381433221342e-05	0.00195323304349454	2.29818266416539	"down"
"TC0600002240.mm.1"	"Tra2a"	-1.17248023337077	-1.48641747510323	-0.858542991638316	3.3442692745693	-8.9387111835394	6.28457049251461e-05	0.00195323304349454	2.29805341831592	"down"
"TC1800000503.mm.1"	"Dmxl1"	-0.962510658267302	-1.22028746864216	-0.704733847892439	2.42806840017705	-8.936632838359	6.29358025292291e-05	0.00195491871172558	2.29651461329559	"down"
"TC1800001476.mm.1"	"Rax"	0.736518931741749	0.539212193770988	0.93382566971251	3.07523766948293	8.93416999230802	6.30427592741352e-05	0.00195712584229511	2.29469068178672	"up"
"TC0500003538.mm.1"	"Actb"	-2.72445921028767	-3.45441542749345	-1.9945029930819	6.60367815194209	-8.93296663440739	6.30950942137345e-05	0.00195763572337366	2.29379932591695	"down"
"TC0100000886.mm.1"	"Ramp1"	0.816049070839855	0.597318522211289	1.03477961946842	3.10090514898079	8.92933354719613	6.32534007865177e-05	0.00195920221049786	2.29110751617358	"up"
"TC0700002010.mm.1"	"Olfr525"	0.891557382907532	0.652445716293957	1.13066904952111	2.67909847990043	8.92402437401633	6.34855557840795e-05	0.00196176345514484	2.28717198860807	"up"
"TC1500000582.mm.1"	"Spatc1"	0.953209616126876	0.697492676960984	1.20892655529277	4.45016244837677	8.92156678891562	6.35933478885429e-05	0.00196176345514484	2.28534949962731	"up"
"TC0300001528.mm.1"	"Fubp1"	-1.6021847801894	-2.03207012394304	-1.17229943643575	3.9272074332818	-8.92015039420859	6.36555671662866e-05	0.00196176345514484	2.28429891611994	"down"
"TC1000001162.mm.1"	"Ube2n"	-1.40002209188296	-1.77570345467083	-1.02434072909509	4.27191941026493	-8.91923181732163	6.36959554537618e-05	0.00196176345514484	2.28361749433997	"down"
"TC0X00000690.mm.1"	"Slc6a8"	-1.21461958619175	-1.54061534634566	-0.888623826037846	5.35633912855932	-8.91744710301467	6.37745099351261e-05	0.0019630737631866	2.28229336023145	"down"
"TC1000000540.mm.1"	"Dnajb12"	-0.813068973801611	-1.03133162463072	-0.594806322972501	4.61903211887983	-8.91579711184039	6.38472328622063e-05	0.00196420318975751	2.28106895648846	"down"
"TC1700000934.mm.1"	"Treml4"	0.784838365276367	0.573890243432087	0.995786487120646	3.16912348928875	8.90464838049802	6.43410960543826e-05	0.00197382696134418	2.27279018699332	"up"
"TC0100000258.mm.1"	"Cnga3"	0.86003642784619	0.628846369619734	1.09122648607265	4.05488595566304	8.90348242806019	6.43929962360327e-05	0.00197399740583473	2.27192380928784	"up"
"TC1400002487.mm.1"	"Rgcc"	-1.42489710921355	-1.80819382877965	-1.04160038964745	4.47246229281398	-8.89734880385214	6.46668104565724e-05	0.00198047556473572	2.26736435086208	"down"
