Gene name	Gene type	ILLUMINA HumanHT 12 V3 probe
S100A1	protein_coding	ILMN_1653494
S100A1	protein_coding	ILMN_1653494
S100A1	protein_coding	ILMN_1653494
AL162258.2	lncRNA	ILMN_1667138
AL162258.2	lncRNA	ILMN_1667138
CHTOP	protein_coding	ILMN_1736234
CHTOP	protein_coding	ILMN_1736234
CHTOP	protein_coding	ILMN_1736234
CHTOP	protein_coding	ILMN_1736234
CHTOP	protein_coding	ILMN_1736234
CHTOP	protein_coding	ILMN_1736234
CHTOP	protein_coding	ILMN_1736234
SNAPIN	protein_coding	ILMN_1799969
SNAPIN	protein_coding	ILMN_1799969
SNAPIN	protein_coding	ILMN_1799969
SNAPIN	protein_coding	ILMN_1799969
ILF2	protein_coding	ILMN_1745172
ILF2	protein_coding	ILMN_1745172
ILF2	protein_coding	ILMN_1745172
NPR1	protein_coding	ILMN_1779897
NPR1	protein_coding	ILMN_1779897
INTS3	protein_coding	ILMN_1756086
INTS3	protein_coding	ILMN_1756086
INTS3	protein_coding	ILMN_1756086
INTS3	protein_coding	ILMN_1756086
INTS3	protein_coding	ILMN_1756086
INTS3	protein_coding	ILMN_1756086
INTS3	protein_coding	ILMN_1756086
SLC27A3	protein_coding	ILMN_1756086
SLC27A3	protein_coding	ILMN_1719627
SLC27A3	protein_coding	ILMN_1719627
SLC27A3	protein_coding	ILMN_1719627
SLC27A3	protein_coding	ILMN_1719627
SLC27A3	protein_coding	ILMN_1719627
SLC27A3	protein_coding	ILMN_1719627
SLC27A3	protein_coding	ILMN_1719627
SLC27A3	protein_coding	ILMN_1719627
SLC27A3	protein_coding	ILMN_1719627
SLC27A3	protein_coding	ILMN_1719627
SLC27A3	protein_coding	ILMN_1719627
GATAD2B	protein_coding	ILMN_1766359
CRTC2	protein_coding	ILMN_1657771
CRTC2	protein_coding	ILMN_1657771
CRTC2	protein_coding	ILMN_1657771
CRTC2	protein_coding	ILMN_1657771
CRTC2	protein_coding	ILMN_1657771
SLC39A1	protein_coding	ILMN_2116714
SLC39A1	protein_coding	ILMN_2116714
SLC39A1	protein_coding	ILMN_2116714
SLC39A1	protein_coding	ILMN_2116714
SLC39A1	protein_coding	ILMN_2116714
SLC39A1	protein_coding	ILMN_2116714
SLC39A1	protein_coding	ILMN_2116714
SLC39A1	protein_coding	ILMN_2116714
AL358472.7	protein_coding	ILMN_2206716
AL358472.7	protein_coding	ILMN_2116714
JTB	protein_coding	ILMN_2206716
JTB	protein_coding	ILMN_2206716
JTB	protein_coding	ILMN_2206716
JTB	protein_coding	ILMN_2206716
JTB	protein_coding	ILMN_2206716
JTB	protein_coding	ILMN_2206716
RAB13	protein_coding	ILMN_1788180
RAB13	protein_coding	ILMN_1788180
RAB13	protein_coding	ILMN_1788180
RAB13	protein_coding	ILMN_1788180
RAB13	protein_coding	ILMN_1788180
RPS27	protein_coding	ILMN_2160819
RPS27	protein_coding	ILMN_1660498
RPS27	protein_coding	ILMN_1696839
RPS27	protein_coding	ILMN_2160819
RPS27	protein_coding	ILMN_2160819
RPS27	protein_coding	ILMN_2160819
RPS27	protein_coding	ILMN_2160819
NUP210L	protein_coding	ILMN_1741055
NUP210L	protein_coding	ILMN_1741055
NUP210L	protein_coding	ILMN_1741055
TPM3	protein_coding	ILMN_1660775
TPM3	protein_coding	ILMN_1686388
TPM3	protein_coding	ILMN_1697567
TPM3	protein_coding	ILMN_1660775
TPM3	protein_coding	ILMN_1660775
TPM3	protein_coding	ILMN_1686388
TPM3	protein_coding	ILMN_1660775
TPM3	protein_coding	ILMN_1686388
TPM3	protein_coding	ILMN_1697567
TPM3	protein_coding	ILMN_1660775
TPM3	protein_coding	ILMN_1686388
TPM3	protein_coding	ILMN_1697567
TPM3	protein_coding	ILMN_1660775
TPM3	protein_coding	ILMN_1697567
TPM3	protein_coding	ILMN_1660775
TPM3	protein_coding	ILMN_1686388
TPM3	protein_coding	ILMN_1660775
TPM3	protein_coding	ILMN_1660775
TPM3	protein_coding	ILMN_1686388
TPM3	protein_coding	ILMN_1697567
TPM3	protein_coding	ILMN_1660775
TPM3	protein_coding	ILMN_1686388
TPM3	protein_coding	ILMN_1660775
TPM3	protein_coding	ILMN_1686388
TPM3	protein_coding	ILMN_1697567
TPM3	protein_coding	ILMN_1697567
TPM3	protein_coding	ILMN_1660775
TPM3	protein_coding	ILMN_1697567
TPM3	protein_coding	ILMN_1686388
TPM3	protein_coding	ILMN_1697567
TPM3	protein_coding	ILMN_1686388
TPM3	protein_coding	ILMN_1697567
TPM3	protein_coding	ILMN_1660775
TPM3	protein_coding	ILMN_1747696
TPM3	protein_coding	ILMN_1697567
TPM3	protein_coding	ILMN_1747696
TPM3	protein_coding	ILMN_1697567
TPM3	protein_coding	ILMN_1686388
TPM3	protein_coding	ILMN_1697567
TPM3	protein_coding	ILMN_1697567
TPM3	protein_coding	ILMN_1697567
TPM3	protein_coding	ILMN_1697567
TPM3	protein_coding	ILMN_1686388
TPM3	protein_coding	ILMN_1697567
TPM3	protein_coding	ILMN_1660775
TPM3	protein_coding	ILMN_1686388
TPM3	protein_coding	ILMN_1697567
C1orf43	protein_coding	ILMN_1729509
C1orf43	protein_coding	ILMN_1660602
C1orf43	protein_coding	ILMN_1729509
C1orf43	protein_coding	ILMN_1660602
C1orf43	protein_coding	ILMN_1729509
C1orf43	protein_coding	ILMN_1660602
C1orf43	protein_coding	ILMN_1729509
C1orf43	protein_coding	ILMN_1729509
C1orf43	protein_coding	ILMN_1660602
C1orf43	protein_coding	ILMN_1729509
C1orf43	protein_coding	ILMN_1660602
C1orf43	protein_coding	ILMN_1729509
C1orf43	protein_coding	ILMN_1729509
C1orf43	protein_coding	ILMN_1729509
C1orf43	protein_coding	ILMN_1660602
C1orf43	protein_coding	ILMN_1660602
UBAP2L	protein_coding	ILMN_1814789
UBAP2L	protein_coding	ILMN_1814789
UBAP2L	protein_coding	ILMN_1814789
UBAP2L	protein_coding	ILMN_1814789
HAX1	protein_coding	ILMN_2398903
HAX1	protein_coding	ILMN_2289775
HAX1	protein_coding	ILMN_1750658
HAX1	protein_coding	ILMN_2398903
HAX1	protein_coding	ILMN_1750658
HAX1	protein_coding	ILMN_2398903
HAX1	protein_coding	ILMN_2289775
HAX1	protein_coding	ILMN_1750658
HAX1	protein_coding	ILMN_2398903
HAX1	protein_coding	ILMN_2289775
HAX1	protein_coding	ILMN_1750658
HAX1	protein_coding	ILMN_2398903
HAX1	protein_coding	ILMN_2289775
HAX1	protein_coding	ILMN_1750658
HAX1	protein_coding	ILMN_2398903
HAX1	protein_coding	ILMN_2289775
HAX1	protein_coding	ILMN_1750658
HAX1	protein_coding	ILMN_2398903
HAX1	protein_coding	ILMN_2289775
HAX1	protein_coding	ILMN_1750658
HAX1	protein_coding	ILMN_2398903
HAX1	protein_coding	ILMN_1750658
HAX1	protein_coding	ILMN_2398903
HAX1	protein_coding	ILMN_2289775
HAX1	protein_coding	ILMN_1750658
HAX1	protein_coding	ILMN_2398903
HAX1	protein_coding	ILMN_1750658
HAX1	protein_coding	ILMN_2398903
HAX1	protein_coding	ILMN_1750658
AQP10	protein_coding	ILMN_2090004
AQP10	protein_coding	ILMN_2090004
ATP8B2	protein_coding	ILMN_2301193
ATP8B2	protein_coding	ILMN_1814688
ATP8B2	protein_coding	ILMN_2301193
ATP8B2	protein_coding	ILMN_1782057
ATP8B2	protein_coding	ILMN_2301193
ATP8B2	protein_coding	ILMN_2301193
ATP8B2	protein_coding	ILMN_1782057
RPSAP17	processed_pseudogene	ILMN_2411723
IL6R	protein_coding	ILMN_1696394
IL6R	protein_coding	ILMN_1754753
IL6R	protein_coding	ILMN_1754753
IL6R	protein_coding	ILMN_1696394
IL6R	protein_coding	ILMN_1696394
IL6R	protein_coding	ILMN_1696394
SHE	protein_coding	ILMN_2133996
SHE	protein_coding	ILMN_2133996
UBE2Q1	protein_coding	ILMN_1776325
ADAR	protein_coding	ILMN_1776777
ADAR	protein_coding	ILMN_2320964
ADAR	protein_coding	ILMN_1776777
ADAR	protein_coding	ILMN_2320964
ADAR	protein_coding	ILMN_1776777
ADAR	protein_coding	ILMN_2320964
ADAR	protein_coding	ILMN_1776777
ADAR	protein_coding	ILMN_2320964
ADAR	protein_coding	ILMN_1776777
ADAR	protein_coding	ILMN_2320964
ADAR	protein_coding	ILMN_1776777
ADAR	protein_coding	ILMN_2320964
ADAR	protein_coding	ILMN_1776777
ADAR	protein_coding	ILMN_2320964
ADAR	protein_coding	ILMN_1776777
ADAR	protein_coding	ILMN_2320964
ADAR	protein_coding	ILMN_1776777
ADAR	protein_coding	ILMN_2320964
ADAR	protein_coding	ILMN_1776777
ADAR	protein_coding	ILMN_2320964
ADAR	protein_coding	ILMN_1776777
ADAR	protein_coding	ILMN_2320964
KCNN3	protein_coding	ILMN_1801608
KCNN3	protein_coding	ILMN_1744897
KCNN3	protein_coding	ILMN_1744897
KCNN3	protein_coding	ILMN_1801608
KCNN3	protein_coding	ILMN_1744897
PMVK	protein_coding	ILMN_1715896
PBXIP1	protein_coding	ILMN_1814315
PBXIP1	protein_coding	ILMN_1814315
PYGO2	protein_coding	ILMN_1695334
SHC1	protein_coding	ILMN_1701967
SHC1	protein_coding	ILMN_1812570
SHC1	protein_coding	ILMN_1721022
SHC1	protein_coding	ILMN_1701967
SHC1	protein_coding	ILMN_1721022
SHC1	protein_coding	ILMN_1721022
SHC1	protein_coding	ILMN_1721022
SHC1	protein_coding	ILMN_1721022
SHC1	protein_coding	ILMN_1721022
CKS1B	protein_coding	ILMN_1719256
CKS1B	protein_coding	ILMN_2041046
CKS1B	protein_coding	ILMN_2041046
CKS1B	protein_coding	ILMN_2041046
CKS1B	protein_coding	ILMN_2041046
CKS1B	protein_coding	ILMN_2041046
CKS1B	protein_coding	ILMN_2041046
CKS1B	protein_coding	ILMN_2041046
FLAD1	protein_coding	ILMN_1663667
FLAD1	protein_coding	ILMN_1663667
FLAD1	protein_coding	ILMN_1663667
FLAD1	protein_coding	ILMN_1663667
FLAD1	protein_coding	ILMN_1663667
FLAD1	protein_coding	ILMN_1663667
FLAD1	protein_coding	ILMN_1663667
FLAD1	protein_coding	ILMN_1663667
DCST1	protein_coding	ILMN_1774491
DCST1	protein_coding	ILMN_1774491
ADAM15	protein_coding	ILMN_1774491
ADAM15	protein_coding	ILMN_1774491
ADAM15	protein_coding	ILMN_1774491
ADAM15	protein_coding	ILMN_1756920
ADAM15	protein_coding	ILMN_1751500
ADAM15	protein_coding	ILMN_2384544
ADAM15	protein_coding	ILMN_1774491
ADAM15	protein_coding	ILMN_1756920
ADAM15	protein_coding	ILMN_1751500
ADAM15	protein_coding	ILMN_2384544
ADAM15	protein_coding	ILMN_1756920
ADAM15	protein_coding	ILMN_1751500
ADAM15	protein_coding	ILMN_2384544
ADAM15	protein_coding	ILMN_1756920
ADAM15	protein_coding	ILMN_1751500
ADAM15	protein_coding	ILMN_2384544
ADAM15	protein_coding	ILMN_1756920
ADAM15	protein_coding	ILMN_1751500
ADAM15	protein_coding	ILMN_2384544
ADAM15	protein_coding	ILMN_1756920
ADAM15	protein_coding	ILMN_1751500
ADAM15	protein_coding	ILMN_2384544
ADAM15	protein_coding	ILMN_1756920
ADAM15	protein_coding	ILMN_1751500
ADAM15	protein_coding	ILMN_2384544
ADAM15	protein_coding	ILMN_1756920
ADAM15	protein_coding	ILMN_1751500
ADAM15	protein_coding	ILMN_2384544
ADAM15	protein_coding	ILMN_1756920
ADAM15	protein_coding	ILMN_1751500
ADAM15	protein_coding	ILMN_2384544
ADAM15	protein_coding	ILMN_1756920
ADAM15	protein_coding	ILMN_1751500
ADAM15	protein_coding	ILMN_2384544
ADAM15	protein_coding	ILMN_1756920
ADAM15	protein_coding	ILMN_1751500
ADAM15	protein_coding	ILMN_2384544
ADAM15	protein_coding	ILMN_1756920
ADAM15	protein_coding	ILMN_1751500
ADAM15	protein_coding	ILMN_2384544
ADAM15	protein_coding	ILMN_1756920
ADAM15	protein_coding	ILMN_1751500
ADAM15	protein_coding	ILMN_2384544
ADAM15	protein_coding	ILMN_1756920
ADAM15	protein_coding	ILMN_1751500
ADAM15	protein_coding	ILMN_2384544
ADAM15	protein_coding	ILMN_1756920
ADAM15	protein_coding	ILMN_1751500
ADAM15	protein_coding	ILMN_2384544
ADAM15	protein_coding	ILMN_1756920
ADAM15	protein_coding	ILMN_1751500
ADAM15	protein_coding	ILMN_2384544
ADAM15	protein_coding	ILMN_1756920
ADAM15	protein_coding	ILMN_1751500
ADAM15	protein_coding	ILMN_2384544
ADAM15	protein_coding	ILMN_1751500
ADAM15	protein_coding	ILMN_1751500
ADAM15	protein_coding	ILMN_1756920
ADAM15	protein_coding	ILMN_2384544
EFNA4	protein_coding	ILMN_1755710
EFNA4	protein_coding	ILMN_1665696
EFNA4	protein_coding	ILMN_1755710
EFNA4	protein_coding	ILMN_1755710
EFNA1	protein_coding	ILMN_2371053
EFNA1	protein_coding	ILMN_2371055
EFNA1	protein_coding	ILMN_2371053
EFNA1	protein_coding	ILMN_2371055
EFNA1	protein_coding	ILMN_2371053
EFNA1	protein_coding	ILMN_2371055
EFNA1	protein_coding	ILMN_2371053
EFNA1	protein_coding	ILMN_2371055
EFNA1	protein_coding	ILMN_2371053
EFNA1	protein_coding	ILMN_2371055
SLC50A1	protein_coding	ILMN_1776522
SLC50A1	protein_coding	ILMN_2218648
SLC50A1	protein_coding	ILMN_1776522
SLC50A1	protein_coding	ILMN_2218648
SLC50A1	protein_coding	ILMN_1776522
SLC50A1	protein_coding	ILMN_2218648
SLC50A1	protein_coding	ILMN_1776522
SLC50A1	protein_coding	ILMN_2218648
SLC50A1	protein_coding	ILMN_1776522
SLC50A1	protein_coding	ILMN_2218648
SLC50A1	protein_coding	ILMN_1776522
SLC50A1	protein_coding	ILMN_2218648
SLC50A1	protein_coding	ILMN_1776522
SLC50A1	protein_coding	ILMN_2218648
SLC50A1	protein_coding	ILMN_1776522
SLC50A1	protein_coding	ILMN_2218648
SLC50A1	protein_coding	ILMN_1776522
SLC50A1	protein_coding	ILMN_2218648
SLC50A1	protein_coding	ILMN_1776522
SLC50A1	protein_coding	ILMN_2218648
SLC50A1	protein_coding	ILMN_1776522
SLC50A1	protein_coding	ILMN_2218648
SLC50A1	protein_coding	ILMN_1776522
SLC50A1	protein_coding	ILMN_2218648
SLC50A1	protein_coding	ILMN_1776522
SLC50A1	protein_coding	ILMN_1776522
DPM3	protein_coding	ILMN_2402674
DPM3	protein_coding	ILMN_2376408
DPM3	protein_coding	ILMN_2402674
DPM3	protein_coding	ILMN_2376408
DPM3	protein_coding	ILMN_2402674
DPM3	protein_coding	ILMN_2376408
KRTCAP2	protein_coding	ILMN_1658802
KRTCAP2	protein_coding	ILMN_1658802
KRTCAP2	protein_coding	ILMN_1658802
KRTCAP2	protein_coding	ILMN_1658802
KRTCAP2	protein_coding	ILMN_1658802
KRTCAP2	protein_coding	ILMN_1658802
KRTCAP2	protein_coding	ILMN_1658802
KRTCAP2	protein_coding	ILMN_1658802
KRTCAP2	protein_coding	ILMN_1658802
AL713999.1	protein_coding	ILMN_1658802
TRIM46	protein_coding	ILMN_1770865
TRIM46	protein_coding	ILMN_1770865
TRIM46	protein_coding	ILMN_1770865
TRIM46	protein_coding	ILMN_1770865
TRIM46	protein_coding	ILMN_1770865
TRIM46	protein_coding	ILMN_1770865
MUC1	protein_coding	ILMN_2371911
MUC1	protein_coding	ILMN_1677314
MUC1	protein_coding	ILMN_1756992
MUC1	protein_coding	ILMN_2371911
MUC1	protein_coding	ILMN_1756992
MUC1	protein_coding	ILMN_2371911
MUC1	protein_coding	ILMN_1756992
MUC1	protein_coding	ILMN_2371911
MUC1	protein_coding	ILMN_1677314
MUC1	protein_coding	ILMN_1756992
MUC1	protein_coding	ILMN_2371911
MUC1	protein_coding	ILMN_1756992
MUC1	protein_coding	ILMN_2371911
MUC1	protein_coding	ILMN_1677314
MUC1	protein_coding	ILMN_1756992
MUC1	protein_coding	ILMN_2371911
MUC1	protein_coding	ILMN_1677314
MUC1	protein_coding	ILMN_1756992
MUC1	protein_coding	ILMN_2371911
MUC1	protein_coding	ILMN_1756992
MUC1	protein_coding	ILMN_2371911
MUC1	protein_coding	ILMN_1677314
MUC1	protein_coding	ILMN_1756992
MUC1	protein_coding	ILMN_2371911
MUC1	protein_coding	ILMN_1756992
MUC1	protein_coding	ILMN_2371911
MUC1	protein_coding	ILMN_1756992
MUC1	protein_coding	ILMN_2371911
MUC1	protein_coding	ILMN_1677314
MUC1	protein_coding	ILMN_1756992
MUC1	protein_coding	ILMN_2371911
MUC1	protein_coding	ILMN_1756992
MUC1	protein_coding	ILMN_2371911
MUC1	protein_coding	ILMN_1677314
MUC1	protein_coding	ILMN_1756992
MUC1	protein_coding	ILMN_2371911
MUC1	protein_coding	ILMN_1756992
MUC1	protein_coding	ILMN_2371911
MUC1	protein_coding	ILMN_1756992
MUC1	protein_coding	ILMN_1677314
MUC1	protein_coding	ILMN_2371911
MUC1	protein_coding	ILMN_1756992
MUC1	protein_coding	ILMN_2371911
MUC1	protein_coding	ILMN_1756992
MUC1	protein_coding	ILMN_1677314
MUC1	protein_coding	ILMN_2371911
MUC1	protein_coding	ILMN_1756992
THBS3	protein_coding	ILMN_1804663
THBS3	protein_coding	ILMN_1804663
THBS3	protein_coding	ILMN_1804663
THBS3	protein_coding	ILMN_1804663
THBS3	protein_coding	ILMN_1804663
MTX1	protein_coding	ILMN_1719403
MTX1	protein_coding	ILMN_1667222
MTX1	protein_coding	ILMN_1667222
MTX1	protein_coding	ILMN_1719403
MTX1	protein_coding	ILMN_1667222
MTX1	protein_coding	ILMN_1719403
MTX1	protein_coding	ILMN_1667222
MTX1	protein_coding	ILMN_1719403
MTX1	protein_coding	ILMN_1667222
MTX1	protein_coding	ILMN_1719403
MTX1	protein_coding	ILMN_1667222
MTX1	protein_coding	ILMN_1667222
GBAP1	transcribed_unprocessed_pseudogene	ILMN_2364110
GBAP1	transcribed_unprocessed_pseudogene	ILMN_1755123
MTX1P1	unprocessed_pseudogene	ILMN_1667222
GBA	protein_coding	ILMN_2364110
GBA	protein_coding	ILMN_1755123
GBA	protein_coding	ILMN_1741837
FAM189B	protein_coding	ILMN_2346769
FAM189B	protein_coding	ILMN_1795026
FAM189B	protein_coding	ILMN_2346769
FAM189B	protein_coding	ILMN_1795026
FAM189B	protein_coding	ILMN_2346769
FAM189B	protein_coding	ILMN_1795026
FAM189B	protein_coding	ILMN_2346769
FAM189B	protein_coding	ILMN_1795026
FAM189B	protein_coding	ILMN_1795026
FAM189B	protein_coding	ILMN_2346769
FAM189B	protein_coding	ILMN_1795026
FAM189B	protein_coding	ILMN_2346769
FAM189B	protein_coding	ILMN_1795026
SCAMP3	protein_coding	ILMN_2399208
SCAMP3	protein_coding	ILMN_1793712
SCAMP3	protein_coding	ILMN_2399208
SCAMP3	protein_coding	ILMN_1793712
SCAMP3	protein_coding	ILMN_2399208
SCAMP3	protein_coding	ILMN_1793712
SCAMP3	protein_coding	ILMN_2399208
SCAMP3	protein_coding	ILMN_1793712
SCAMP3	protein_coding	ILMN_2399208
SCAMP3	protein_coding	ILMN_1793712
SCAMP3	protein_coding	ILMN_2399208
SCAMP3	protein_coding	ILMN_2399208
CLK2	protein_coding	ILMN_1787109
CLK2	protein_coding	ILMN_2362911
CLK2	protein_coding	ILMN_1787109
CLK2	protein_coding	ILMN_2362911
CLK2	protein_coding	ILMN_1787109
CLK2	protein_coding	ILMN_2362911
CLK2	protein_coding	ILMN_1787109
CLK2	protein_coding	ILMN_2362911
CLK2	protein_coding	ILMN_1787109
CLK2	protein_coding	ILMN_2362911
CLK2	protein_coding	ILMN_1815239
PKLR	protein_coding	ILMN_2279397
PKLR	protein_coding	ILMN_1725172
PKLR	protein_coding	ILMN_1725172
FDPS	protein_coding	ILMN_1804248
FDPS	protein_coding	ILMN_1804248
FDPS	protein_coding	ILMN_1804248
FDPS	protein_coding	ILMN_1804248
FDPS	protein_coding	ILMN_1804248
FDPS	protein_coding	ILMN_1804248
FDPS	protein_coding	ILMN_1804248
FDPS	protein_coding	ILMN_1804248
FDPS	protein_coding	ILMN_1804248
FDPS	protein_coding	ILMN_1804248
FDPS	protein_coding	ILMN_1804248
RUSC1-AS1	lncRNA	ILMN_2114185
RUSC1-AS1	lncRNA	ILMN_1725906
RUSC1-AS1	lncRNA	ILMN_2114185
RUSC1-AS1	lncRNA	ILMN_1725906
RUSC1-AS1	lncRNA	ILMN_1725906
RUSC1-AS1	lncRNA	ILMN_2114185
ASH1L-AS1	lncRNA	ILMN_1666706
ASH1L-AS1	lncRNA	ILMN_1666706
ASH1L-AS1	lncRNA	ILMN_1681688
MSTO1	protein_coding	ILMN_1707337
MSTO1	protein_coding	ILMN_1707337
MSTO1	protein_coding	ILMN_1707337
MSTO1	protein_coding	ILMN_1707337
MSTO1	protein_coding	ILMN_1707337
MSTO1	protein_coding	ILMN_1707337
MSTO1	protein_coding	ILMN_1707337
MSTO1	protein_coding	ILMN_1707337
AL353807.3	unprocessed_pseudogene	ILMN_1661138
YY1AP1	protein_coding	ILMN_1752303
YY1AP1	protein_coding	ILMN_1752303
YY1AP1	protein_coding	ILMN_1752303
YY1AP1	protein_coding	ILMN_1752303
YY1AP1	protein_coding	ILMN_1752303
YY1AP1	protein_coding	ILMN_1752303
YY1AP1	protein_coding	ILMN_1752303
YY1AP1	protein_coding	ILMN_1752303
YY1AP1	protein_coding	ILMN_1752303
YY1AP1	protein_coding	ILMN_1752303
YY1AP1	protein_coding	ILMN_1752303
YY1AP1	protein_coding	ILMN_1675594
YY1AP1	protein_coding	ILMN_1752303
YY1AP1	protein_coding	ILMN_1752303
YY1AP1	protein_coding	ILMN_1752303
YY1AP1	protein_coding	ILMN_1752303
DAP3	protein_coding	ILMN_1666706
DAP3	protein_coding	ILMN_1781680
DAP3	protein_coding	ILMN_1666706
DAP3	protein_coding	ILMN_1666706
DAP3	protein_coding	ILMN_1781680
DAP3	protein_coding	ILMN_1666706
DAP3	protein_coding	ILMN_1781680
DAP3	protein_coding	ILMN_1781680
DAP3	protein_coding	ILMN_1781680
DAP3	protein_coding	ILMN_1781680
DAP3	protein_coding	ILMN_1781680
DAP3	protein_coding	ILMN_1781680
DAP3	protein_coding	ILMN_1781680
DAP3	protein_coding	ILMN_1781680
DAP3	protein_coding	ILMN_1781680
GON4L	protein_coding	ILMN_1661138
GON4L	protein_coding	ILMN_1661138
GON4L	protein_coding	ILMN_1661138
GON4L	protein_coding	ILMN_1661138
GON4L	protein_coding	ILMN_1661138
GON4L	protein_coding	ILMN_1675594
SYT11	protein_coding	ILMN_1717934
RIT1	protein_coding	ILMN_1656335
RIT1	protein_coding	ILMN_1656335
RIT1	protein_coding	ILMN_1656335
RIT1	protein_coding	ILMN_1656335
RIT1	protein_coding	ILMN_1656335
RIT1	protein_coding	ILMN_1656335
KHDC4	protein_coding	ILMN_1670752
KHDC4	protein_coding	ILMN_1670752
KHDC4	protein_coding	ILMN_1670752
ARHGEF2	protein_coding	ILMN_1703477
ARHGEF2	protein_coding	ILMN_1703477
ARHGEF2	protein_coding	ILMN_1703477
ARHGEF2	protein_coding	ILMN_1703477
ARHGEF2	protein_coding	ILMN_1703477
ARHGEF2	protein_coding	ILMN_1703477
ARHGEF2	protein_coding	ILMN_1703477
ARHGEF2	protein_coding	ILMN_1703477
SSR2	protein_coding	ILMN_1783226
SSR2	protein_coding	ILMN_1783226
SSR2	protein_coding	ILMN_1783226
SSR2	protein_coding	ILMN_1783226
SSR2	protein_coding	ILMN_1783226
SSR2	protein_coding	ILMN_1785037
SSR2	protein_coding	ILMN_1783226
SSR2	protein_coding	ILMN_1783226
SSR2	protein_coding	ILMN_1785037
SSR2	protein_coding	ILMN_1783226
SSR2	protein_coding	ILMN_1785037
SSR2	protein_coding	ILMN_1783226
SSR2	protein_coding	ILMN_1783226
SSR2	protein_coding	ILMN_1783226
SSR2	protein_coding	ILMN_1726626
SSR2	protein_coding	ILMN_1783226
SSR2	protein_coding	ILMN_1726626
SSR2	protein_coding	ILMN_1783226
SSR2	protein_coding	ILMN_1726626
SSR2	protein_coding	ILMN_1783226
SSR2	protein_coding	ILMN_1783226
SSR2	protein_coding	ILMN_1785037
UBQLN4	protein_coding	ILMN_1789349
LAMTOR2	protein_coding	ILMN_1756352
LAMTOR2	protein_coding	ILMN_1756352
LAMTOR2	protein_coding	ILMN_1756352
LAMTOR2	protein_coding	ILMN_1756352
LAMTOR2	protein_coding	ILMN_1756352
LAMTOR2	protein_coding	ILMN_1756352
LMNA	protein_coding	ILMN_1696749
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1696749
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1696749
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1696749
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1696749
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1696749
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1696749
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1696749
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1696749
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1696749
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1737394
LMNA	protein_coding	ILMN_1696749
LMNA	protein_coding	ILMN_1737394
SEMA4A	protein_coding	ILMN_1702787
SEMA4A	protein_coding	ILMN_1702787
SEMA4A	protein_coding	ILMN_1702787
SEMA4A	protein_coding	ILMN_1702787
SEMA4A	protein_coding	ILMN_1702787
SEMA4A	protein_coding	ILMN_1702787
SLC25A44	protein_coding	ILMN_1810514
SLC25A44	protein_coding	ILMN_1810514
SLC25A44	protein_coding	ILMN_1810514
PMF1-BGLAP	protein_coding	ILMN_1755818
PMF1-BGLAP	protein_coding	ILMN_1755818
PMF1-BGLAP	protein_coding	ILMN_1755818
PMF1-BGLAP	protein_coding	ILMN_1755818
